text,url
opendata-wahllokale.csv,https://wahlen.regioit.de/2/bw2021/05762040/daten/opendata/opendata-wahllokale.csv
opendata-strassen.csv,https://wahlen.regioit.de/2/bw2021/05762040/daten/opendata/opendata-strassen.csv
Gemeinde-Ergebnis,https://wahlen.regioit.de/2/bw2021/05762040/daten/opendata/Open-Data-05762040-Wahl-zum-Deutschen-Bundestag-Gemeinde.csv?ts=1761316400662
Übersicht über Stadtteile,https://wahlen.regioit.de/2/bw2021/05762040/daten/opendata/Open-Data-05762040-Wahl-zum-Deutschen-Bundestag-Stadtteil.csv?ts=1761316400662
Übersicht über Wahlbezirke,https://wahlen.regioit.de/2/bw2021/05762040/daten/opendata/Open-Data-05762040-Wahl-zum-Deutschen-Bundestag-Wahlbezirk.csv?ts=1761316400662
