text,url
opendata-wahllokale.csv,https://wahlergebnisse.komm.one/lb/produktion/wahltermin-20210926/08435066/praesentation/opendata-wahllokale.csv
opendata-strassen.csv,https://wahlergebnisse.komm.one/lb/produktion/wahltermin-20210926/08435066/praesentation/opendata-strassen.csv
Gesamtergebnis,https://wahlergebnisse.komm.one/lb/produktion/wahltermin-20210926/08435066/praesentation/Open-Data-Bundestagswahl-2021-_Land-BW_468-2854.csv?ts=1762092742440
Wahlbezirk,https://wahlergebnisse.komm.one/lb/produktion/wahltermin-20210926/08435066/praesentation/Open-Data-Bundestagswahl-2021-_Land-BW_4686.csv?ts=1762092742440
